RA,Fase,Turma,Nome,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV
RA-483,1,A,Aluno-483,2011,11,Menina,2019,Escola Pública,Ametista,Ágata,Quartzo,5.263,805,185,13,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,4.8,5.0,Requer avaliação,2.4,2.0,2.8,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-484,1,A,Aluno-484,2011,11,Menino,2022,Escola Pública,,,Ágata,6.71,587,144,11,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,8.7,5.0,Requer avaliação,6.5,8.0,5.0,,Não,Não,6.389,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-485,1,A,Aluno-485,2012,10,Menino,2020,Escola Pública,Topázio,Ágata,Quartzo,4.742,837,191,14,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,4.0,7.5,Não atendido,1.2,1.0,1.3,,Não,Não,5.444,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-486,1,A,Aluno-486,2012,10,Menina,2020,Escola Pública,Topázio,Topázio,Ametista,7.621,264,68,4,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,9.9,7.5,Não atendido,7.3,6.7,7.8,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-487,1,A,Aluno-487,2012,10,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,8.417,45,6,2,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,7.5,9.7,7.5,Não atendido,9.6,9.7,9.5,,Não,Sim,9.333,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-488,1,A,Aluno-488,2012,10,Menina,2022,Escola Pública,,,Ametista,7.413,351,92,8,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Não atendido,7.3,6.0,8.5,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-489,1,A,Aluno-489,2013,9,Menina,2022,Escola Pública,,,Quartzo,5.853,743,176,12,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,7.2,7.5,Não atendido,0.0,0.0,0.0,,Não,Não,6.5,10.0,Fase 1 (4º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-490,1,A,Aluno-490,2012,10,Menina,2022,Escola Pública,,,Ametista,7.576,283,77,5,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,7.9,8.2,7.5,Não atendido,7.7,6.0,9.3,,Não,Sim,8.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-491,1,A,Aluno-491,2011,11,Menino,2022,Escola Pública,,,Ametista,7.461,329,86,7,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,7.5,9.7,7.5,Não atendido,7.0,6.0,8.0,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-492,1,A,Aluno-492,2011,11,Menina,2022,Escola Pública,,,Ametista,7.678,242,63,3,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,8.8,7.5,Não atendido,7.1,8.2,6.0,,Não,Não,8.278,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-493,1,B,Aluno-493,2013,9,Menina,2020,Escola Pública,Topázio,Topázio,Topázio,8.306,61,12,1,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,10.0,9.4,7.5,Sem limitações,7.2,7.3,7.0,,Não,Não,8.278,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-494,1,B,Aluno-494,2011,11,Menina,2022,Escola Pública,,,Ágata,6.407,661,159,13,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,6.4,8.3,5.0,Requer avaliação,5.8,6.3,5.2,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-495,1,B,Aluno-495,2011,11,Menino,2022,Escola Pública,,,Ametista,7.857,184,42,6,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,8.9,7.5,Sem limitações,8.4,8.0,8.8,,Não,Não,8.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-496,1,B,Aluno-496,2011,11,Menino,2018,Escola Pública,Quartzo,Quartzo,Ágata,6.683,595,145,12,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,6.8,7.5,Requer avaliação,5.7,5.8,5.5,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-497,1,B,Aluno-497,2009,13,Menina,2016,Rede Decisão,Quartzo,Quartzo,Ágata,6.323,678,163,14,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,6.9,9.2,5.0,Não indicado,5.1,4.2,6.0,,Não,Não,5.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-498,1,B,Aluno-498,2011,11,Menina,2018,Escola Pública,Ametista,Ágata,Ametista,7.7,234,61,9,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Sem limitações,8.8,8.0,9.5,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-499,1,B,Aluno-499,2012,10,Menino,2020,Escola Pública,Ágata,Ametista,Ametista,7.826,196,46,7,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,10.0,7.5,Sem limitações,8.2,8.2,8.2,,Não,Não,7.444,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-500,1,B,Aluno-500,2012,10,Menina,2020,Escola Pública,Topázio,Topázio,Topázio,8.232,75,16,3,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,10.0,7.5,Sem limitações,9.5,9.5,9.5,,Sim,Não,7.889,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-501,1,B,Aluno-501,2013,9,Menino,2021,Escola Pública,,Topázio,Ametista,7.794,201,48,8,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Sem limitações,6.8,8.0,5.7,,Não,Não,7.333,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-502,1,B,Aluno-502,2014,8,Menina,2021,Rede Decisão,,Topázio,Topázio,8.287,62,13,2,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,9.7,7.5,Sem limitações,7.4,6.7,8.2,,Não,Não,7.778,10.0,ALFA  (2º e 3º ano),1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-503,1,B,Aluno-503,2012,10,Menino,2020,Escola Pública,Topázio,Topázio,Ametista,7.95,155,38,5,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,10.0,7.5,Sem limitações,8.8,8.7,9.0,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-504,1,B,Aluno-504,2013,9,Menina,2021,Escola Pública,,Topázio,Topázio,8.072,124,29,4,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,8.9,7.5,Sem limitações,8.0,7.8,8.2,,Não,Não,7.556,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-505,1,B,Aluno-505,2011,11,Menina,2019,Escola Pública,Topázio,Ametista,Ametista,7.591,276,73,10,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,8.0,7.5,Sem limitações,8.4,8.2,8.7,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-506,1,B,Aluno-506,2010,12,Menino,2020,Escola Pública,Ametista,Ágata,Ametista,7.132,446,113,11,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,7.3,7.5,Sem limitações,7.2,8.3,6.0,,Não,Não,7.278,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-507,1,C,Aluno-507,2011,11,Menina,2021,Escola Pública,,Ágata,Ametista,7.653,254,66,4,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,10.0,7.5,Não atendido,7.4,7.3,7.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-508,1,C,Aluno-508,2012,10,Menino,2022,Escola Pública,,,Ágata,6.575,636,155,10,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,7.4,7.5,Não atendido,4.5,0.0,9.0,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-509,1,C,Aluno-509,2010,12,Menina,2018,Escola Pública,Ametista,Ágata,Ametista,7.808,199,47,3,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,9.0,8.2,7.5,Não atendido,9.2,9.3,9.0,,Sim,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-510,1,C,Aluno-510,2010,12,Menino,2022,Escola Pública,,,Ametista,7.336,379,98,6,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.0,9.3,7.5,Não atendido,7.1,5.8,8.3,,Não,Não,7.056,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-511,1,C,Aluno-511,2012,10,Menina,2022,Escola Pública,,,Ametista,7.094,458,117,7,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,10.0,7.5,Não atendido,5.3,2.0,8.5,,Não,Não,7.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-512,1,C,Aluno-512,2012,10,Menina,2022,Escola Pública,,,Ametista,7.365,374,97,5,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,9.3,7.5,Não atendido,6.2,5.3,7.0,,Não,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-513,1,C,Aluno-513,2013,9,Menino,2021,Escola Pública,,Topázio,Topázio,8.229,77,17,2,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,9.6,5.6,Requer avaliação,8.3,8.2,8.5,,Não,Não,7.778,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-514,1,C,Aluno-514,2013,9,Menina,2022,Escola Pública,,,Ametista,7.039,476,123,8,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,9.7,7.5,Não atendido,4.8,2.0,7.5,,Não,Não,5.889,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-515,1,C,Aluno-515,2010,12,Menino,2022,Escola Pública,,,Ágata,6.582,631,154,9,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,6.3,7.5,Não atendido,5.8,8.5,3.2,,Não,Não,7.556,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-516,1,C,Aluno-516,2013,9,Menino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.903,8,2,1,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,10.0,9.7,7.5,Não atendido,9.9,10.0,9.8,,Não,Não,8.056,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-517,1,D,Aluno-517,2010,12,Menina,2017,Escola Pública,Ametista,Ágata,Ametista,7.604,271,70,8,3,Avaliador-7,Promovido de Fase,Avaliador-3,Promovido de Fase,Avaliador-15,Promovido de Fase,,,6.9,9.5,7.5,Não atendido,7.7,7.8,7.5,,Não,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-518,1,D,Aluno-518,2012,10,Menino,2022,Escola Pública,,,Ametista,7.661,251,65,7,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,9.4,7.5,Não atendido,7.5,6.0,9.0,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-519,1,D,Aluno-519,2013,9,Menino,2022,Escola Pública,,,Ametista,8.0,144,36,5,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,7.4,9.6,7.5,Não atendido,7.5,7.0,8.0,,Não,Não,7.333,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-520,1,D,Aluno-520,2011,11,Menina,2022,Escola Pública,,,Ametista,7.035,478,125,10,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,6.8,7.5,Não atendido,6.8,5.0,8.5,,Não,Não,7.278,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-521,1,D,Aluno-521,2013,9,Menino,2022,Escola Pública,,,Ametista,7.725,228,59,6,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,10.0,5.0,Requer avaliação,6.0,5.0,7.0,,Não,Não,7.5,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-522,1,D,Aluno-522,2013,9,Menino,2021,Escola Pública,,Topázio,Topázio,8.306,60,11,1,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,9.5,9.1,7.5,Não atendido,7.5,7.0,8.0,,Não,Não,8.167,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-523,1,D,Aluno-523,2011,11,Menina,2022,Escola Pública,,,Ametista,7.591,278,74,9,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,9.5,7.5,Não atendido,6.5,5.0,8.0,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-524,1,D,Aluno-524,2011,11,Menino,2019,Escola Pública,Ametista,Ametista,Ágata,6.947,507,132,11,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,0.0,9.4,5.0,Requer avaliação,9.1,9.0,9.2,,Sim,Não,8.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-525,1,D,Aluno-525,2011,11,Menina,2021,Escola Pública,,Ágata,Ametista,8.013,138,35,4,3,Avaliador-7,Promovido de Fase,Avaliador-3,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,9.3,7.5,Não atendido,8.6,8.3,8.8,,Não,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-526,1,D,Aluno-526,2010,12,Menino,2022,Escola Pública,,,Topázio,8.079,123,28,2,3,Avaliador-7,Promovido de Fase,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,9.9,7.5,Não atendido,8.0,7.7,8.3,,Não,Não,8.167,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-527,1,D,Aluno-527,2013,9,Menina,2022,Escola Pública,,,Ametista,8.025,135,33,3,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,10.0,7.5,Não atendido,6.5,5.0,8.0,,Não,Não,7.5,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-528,1,D,Aluno-528,2011,11,Menino,2021,Escola Pública,,Ametista,Quartzo,5.335,798,183,13,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,6.2,7.5,Não atendido,4.0,5.3,2.7,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-529,1,D,Aluno-529,2010,12,Menino,2020,Escola Pública,Ágata,Ametista,Ágata,6.51,643,156,12,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,8.5,8.9,5.0,Requer avaliação,5.2,3.3,7.0,,Não,Não,6.556,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-530,1,E,Aluno-530,2012,10,Menino,2019,Escola Pública,Topázio,Topázio,Topázio,8.338,56,9,1,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,10.0,9.0,7.5,Não atendido,8.9,9.0,8.8,,Sim,Sim,9.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-531,1,E,Aluno-531,2012,10,Menino,2022,Escola Pública,,,Ametista,8.057,132,31,2,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,9.8,7.5,Não atendido,7.8,8.7,7.0,,Sim,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
